"","x"
"7687","MBD3L2"
"7688","MBD3L3"
"7689","MBD3L4"
"7690","MBD3L5"
"7691","MBD4"
"7692","MBD5"
"7693","MBD6"
"7694","MBL2"
"7695","MBLAC1"
"7696","MBLAC2"
"7697","MBNL2"
"7698","MBNL3"
"7699","MBOAT1"
"7700","MBOAT2"
"7701","MBOAT4"
"7702","MBOAT7"
"7703","MBP"
"7704","MBTD1"
"7705","MC2R"
"7706","MC3R"
"7707","MC4R"
"7708","MC5R"
"7709","MCAM"
"7710","MCAT"
"7711","MCC"
"7712","MCCC1"
"7713","MCCC2"
"7714","MCCD1"
"7715","MCEE"
"7716","MCF2"
"7717","MCF2L"
"7718","MCF2L2"
"7719","MCFD2"
"7720","MCHR1"
"7721","MCHR2"
"7722","MCIDAS"
"7723","MCMDC2"
"7724","MCOLN1"
"7725","MCOLN2"
"7726","MCOLN3"
"7727","MCTP1"
"7728","MCTP2"
"7729","MCU"
"7730","MCUR1"
"7731","MDFI"
"7732","MDFIC"
"7733","MDGA1"
"7734","MDGA2"
"7735","MDH1"
"7736","MDH1B"
"7737","MDH2"
"7738","MDK"
"7739","MDM1"
"7740","MDM2"
"7741","MDP1"
"7742","MDS2"
"7743","ME1"
"7744","ME2"
"7745","MEA1"
"7746","MECOM"
"7747","MECP2"
"7748","MECR"
"7749","MED11"
"7750","MED12L"
"7751","MED16"
"7752","MED24"
"7753","MED25"
"7754","MEDAG"
"7755","MEF2A"
"7756","MEF2B"
"7757","MEF2BNB"
"7758","MEF2D"
"7759","MEFV"
"7760","MEGF10"
"7761","MEGF6"
"7762","MEGF8"
"7763","MEGF9"
"7764","MEI1"
"7765","MEIOB"
"7766","MEIS1"
"7767","MEIS2"
"7768","MEIS3"
"7769","MELK"
"7770","MEN1"
"7771","MEOX1"
"7772","MEOX2"
"7773","MEP1A"
"7774","MEP1B"
"7775","MEPE"
"7776","MESDC1"
"7777","MESDC2"
"7778","MESP1"
"7779","MESP2"
"7780","MEST"
"7781","MET"
"7782","METAP1D"
"7783","METRN"
"7784","METRNL"
"7785","METTL10"
"7786","METTL11B"
"7787","METTL12"
"7788","METTL13"
"7789","METTL15"
"7790","METTL18"
"7791","METTL20"
"7792","METTL21A"
"7793","METTL21B"
"7794","METTL21C"
"7795","METTL21D"
"7796","METTL22"
"7797","METTL23"
"7798","METTL24"
"7799","METTL25"
"7800","METTL2A"
"7801","METTL2B"
"7802","METTL5"
"7803","METTL6"
"7804","METTL7B"
"7805","METTL9"
"7806","MEX3A"
"7807","MEX3B"
"7808","MEX3C"
"7809","MEX3D"
"7810","MFAP2"
"7811","MFAP3"
"7812","MFAP3L"
"7813","MFAP4"
"7814","MFAP5"
"7815","MFGE8"
"7816","MFHAS1"
"7817","MFI2"
"7818","MFN1"
"7819","MFNG"
"7820","MFRP"
"7821","MFSD1"
"7822","MFSD10"
"7823","MFSD11"
"7824","MFSD12"
"7825","MFSD2A"
"7826","MFSD2B"
"7827","MFSD3"
"7828","MFSD4"
"7829","MFSD5"
"7830","MFSD6L"
"7831","MFSD7"
"7832","MFSD8"
"7833","MFSD9"
"7834","MGAM"
"7835","MGARP"
"7836","MGAT1"
"7837","MGAT2"
"7838","MGAT3"
"7839","MGAT4B"
"7840","MGAT5B"
"7841","MGLL"
"7842","MGME1"
"7843","MGMT"
"7844","MGP"
"7845","MGRN1"
"7846","MGST1"
"7847","MGST2"
"7848","MGST3"
"7849","MIA"
"7850","MIA2"
"7851","MIB1"
"7852","MIB2"
"7853","MICA"
"7854","MICAL1"
"7855","MICAL2"
"7856","MICAL3"
"7857","MICALCL"
"7858","MICALL1"
"7859","MICALL2"
"7860","MICB"
"7861","MICU2"
"7862","MICU3"
"7863","MID1IP1"
"7864","MID2"
"7865","MIEN1"
"7866","MIER1"
"7867","MIER2"
"7868","MIER3"
"7869","MIF"
"7870","MIF4GD"
"7871","MIIP"
"7872","MINA"
"7873","MINK1"
"7874","MINPP1"
"7875","MIOX"
"7876","MIP"
"7877","MIPOL1"
"7878","MITD1"
"7879","MITF"
"7880","MIXL1"
"7881","MKI67"
"7882","MKKS"
"7883","MKL1"
"7884","MKLN1"
"7885","MKNK1"
"7886","MKNK2"
"7887","MKRN1"
"7888","MKRN2"
"7889","MKRN3"
"7890","MKS1"
"7891","MLANA"
"7892","MLC1"
"7893","MLEC"
"7894","MLF1"
"7895","MLF1IP"
"7896","MLF2"
"7897","MLH1"
"7898","MLH3"
"7899","MLIP"
"7900","MLK4"
"7901","MLKL"
"7902","MLL2"
"7903","MLL5"
"7904","MLLT11"
"7905","MLLT3"
"7906","MLLT4"
"7907","MLLT6"
"7908","MLN"
"7909","MLNR"
"7910","MLPH"
"7911","MLST8"
"7912","MLTK"
"7913","MLX"
"7914","MLXIP"
"7915","MLXIPL"
"7916","MLYCD"
"7917","MMAA"
"7918","MMAB"
"7919","MMACHC"
"7920","MMADHC"
"7921","MMD"
"7922","MMD2"
"7923","MME"
"7924","MMEL1"
"7925","MMGT1"
"7926","MMP1"
"7927","MMP10"
"7928","MMP11"
"7929","MMP13"
"7930","MMP14"
"7931","MMP15"
"7932","MMP16"
"7933","MMP17"
"7934","MMP19"
"7935","MMP2"
"7936","MMP20"
"7937","MMP21"
"7938","MMP23B"
"7939","MMP24"
"7940","MMP25"
"7941","MMP27"
"7942","MMP28"
"7943","MMP3"
"7944","MMP7"
"7945","MMP8"
"7946","MMP9"
"7947","MMRN1"
"7948","MMRN2"
"7949","MN1"
"7950","MNDA"
"7951","MNS1"
"7952","MNX1"
"7953","MOAP1"
"7954","MOB1A"
"7955","MOB1B"
"7956","MOB2"
"7957","MOB3A"
"7958","MOB3B"
"7959","MOB3C"
"7960","MOBP"
"7961","MOCOS"
"7962","MOCS1"
"7963","MOCS2"
"7964","MOCS3"
"7965","MOG"
"7966","MOGAT1"
"7967","MOGAT2"
"7968","MOGAT3"
"7969","MOGS"
"7970","MOK"
"7971","MON1A"
"7972","MON1B"
"7973","MORC1"
"7974","MORC2"
"7975","MORC3"
"7976","MORC4"
"7977","MORF4L2"
"7978","MORN1"
"7979","MORN2"
"7980","MORN3"
"7981","MORN4"
"7982","MORN5"
"7983","MOS"
"7984","MOSPD1"
"7985","MOSPD2"
"7986","MOSPD3"
"7987","MOV10"
"7988","MOV10L1"
"7989","MOXD1"
"7990","MPC1"
"7991","MPC2"
"7992","MPDZ"
"7993","MPEG1"
"7994","MPG"
"7995","MPHOSPH8"
"7996","MPI"
"7997","MPL"
"7998","MPLKIP"
"7999","MPND"
"8000","MPO"
"8001","MPP1"
"8002","MPP2"
"8003","MPP3"
"8004","MPP4"
"8005","MPP5"
"8006","MPP6"
"8007","MPPE1"
"8008","MPPED2"
"8009","MPST"
"8010","MPV17"
"8011","MPV17L"
"8012","MPV17L2"
"8013","MPZL1"
"8014","MPZL2"
"8015","MPZL3"
"8016","MR1"
"8017","MRAP"
"8018","MRAP2"
"8019","MRAS"
"8020","MRC1"
"8021","MRC1L1"
"8022","MRC2"
"8023","MREG"
"8024","MRFAP1"
"8025","MRFAP1L1"
"8026","MRGBP"
"8027","MRGPRD"
"8028","MRGPRE"
"8029","MRGPRF"
"8030","MRGPRG"
"8031","MRGPRX1"
"8032","MRGPRX2"
"8033","MRGPRX3"
"8034","MRGPRX4"
"8035","MRI1"
"8036","MRM1"
"8037","MRO"
"8038","MROH1"
"8039","MROH2B"
"8040","MROH6"
"8041","MROH7"
"8042","MROH9"
"8043","MRP63"
"8044","MRPL14"
"8045","MRPL28"
"8046","MRPL36"
"8047","MRPL43"
"8048","MRPL46"
"8049","MRPL53"
"8050","MRPL55"
"8051","MRPS11"
"8052","MRPS21"
"8053","MRPS34"
"8054","MRS2"
"8055","MRVI1"
"8056","MS4A1"
"8057","MS4A10"
"8058","MS4A12"
"8059","MS4A13"
"8060","MS4A14"
"8061","MS4A15"
"8062","MS4A2"
"8063","MS4A3"
"8064","MS4A4A"
"8065","MS4A4E"
"8066","MS4A5"
"8067","MS4A6A"
"8068","MS4A6E"
"8069","MS4A7"
"8070","MS4A8"
"8071","MSANTD1"
"8072","MSANTD2"
"8073","MSANTD3"
"8074","MSANTD4"
"8075","MSC"
"8076","MSGN1"
"8077","MSH2"
"8078","MSH3"
"8079","MSH4"
"8080","MSH5"
"8081","MSH6"
"8082","MSI1"
"8083","MSI2"
"8084","MSL3"
"8085","MSLN"
"8086","MSMB"
"8087","MSMP"
"8088","MSR1"
"8089","MSRA"
"8090","MSRB1"
"8091","MSRB2"
"8092","MSRB3"
"8093","MST1"
"8094","MST1R"
"8095","MST4"
"8096","MSTN"
"8097","MSX1"
"8098","MSX2"
"8099","MT1A"
"8100","MT1B"
"8101","MT1E"
"8102","MT1F"
"8103","MT1G"
"8104","MT1H"
"8105","MT1M"
"8106","MT1X"
"8107","MT2A"
"8108","MT3"
"8109","MT4"
"8110","MTA1"
"8111","MTA3"
"8112","MTAP"
"8113","MTCH1"
"8114","MTCP1"
"8115","MTDH"
"8116","MTERF"
"8117","MTERFD3"
"8118","MTF1"
"8119","MTFMT"
"8120","MTFP1"
"8121","MTFR1"
"8122","MTFR1L"
"8123","MTFR2"
"8124","MTHFR"
"8125","MTHFS"
"8126","MTHFSD"
"8127","MTIF2"
"8128","MTIF3"
"8129","MTL5"
"8130","MTM1"
"8131","MTMR1"
"8132","MTMR10"
"8133","MTMR11"
"8134","MTMR12"
"8135","MTMR14"
"8136","MTMR2"
"8137","MTMR4"
"8138","MTMR6"
"8139","MTMR7"
"8140","MTMR8"
"8141","MTMR9"
"8142","MTNR1A"
"8143","MTNR1B"
"8144","MTO1"
"8145","MTPN"
"8146","MTR"
"8147","MTRF1"
"8148","MTRF1L"
"8149","MTRNR2L1"
"8150","MTRNR2L10"
"8151","MTRNR2L3"
"8152","MTRNR2L4"
"8153","MTRNR2L5"
"8154","MTRNR2L7"
"8155","MTRNR2L8"
"8156","MTRR"
"8157","MTSS1"
"8158","MTSS1L"
"8159","MTTP"
"8160","MTUS1"
"8161","MTUS2"
"8162","MTX1"
"8163","MTX3"
"8164","MUC1"
"8165","MUC12"
"8166","MUC13"
"8167","MUC15"
"8168","MUC17"
"8169","MUC20"
"8170","MUC21"
"8171","MUC4"
"8172","MUC6"
"8173","MUC7"
"8174","MUCL1"
"8175","MUL1"
"8176","MUM1"
"8177","MUM1L1"
"8178","MURC"
"8179","MUS81"
"8180","MUSTN1"
"8181","MUT"
"8182","MUTYH"
"8183","MVB12A"
"8184","MVB12B"
"8185","MVK"
"8186","MVP"
"8187","MX1"
"8188","MX2"
"8189","MXD1"
"8190","MXD3"
"8191","MXD4"
"8192","MXI1"
"8193","MXRA5"
"8194","MXRA7"
"8195","MXRA8"
"8196","MYADM"
"8197","MYBL1"
"8198","MYBPC1"
"8199","MYBPC2"
"8200","MYBPH"
"8201","MYBPHL"
"8202","MYCBP"
"8203","MYCBP2"
"8204","MYCBPAP"
"8205","MYCL1"
"8206","MYCN"
"8207","MYCT1"
"8208","MYD88"
"8209","MYEF2"
"8210","MYEOV"
"8211","MYEOV2"
"8212","MYF5"
"8213","MYF6"
"8214","MYH1"
"8215","MYH10"
"8216","MYH11"
"8217","MYH13"
"8218","MYH15"
"8219","MYH2"
"8220","MYH4"
"8221","MYH7"
"8222","MYH7B"
"8223","MYH8"
"8224","MYL1"
"8225","MYL10"
"8226","MYL12A"
"8227","MYL12B"
"8228","MYL2"
"8229","MYL3"
"8230","MYL4"
"8231","MYL6"
"8232","MYL7"
"8233","MYL9"
"8234","MYLIP"
"8235","MYLK"
"8236","MYLK2"
"8237","MYLK3"
"8238","MYLK4"
"8239","MYLPF"
"8240","MYNN"
"8241","MYO15A"
"8242","MYO18A"
"8243","MYO18B"
"8244","MYO19"
"8245","MYO1A"
"8246","MYO1B"
"8247","MYO1C"
"8248","MYO1D"
"8249","MYO1E"
"8250","MYO1F"
"8251","MYO1G"
"8252","MYO3A"
"8253","MYO3B"
"8254","MYO5A"
"8255","MYO5B"
"8256","MYO5C"
"8257","MYO6"
"8258","MYO7A"
"8259","MYO9A"
"8260","MYOC"
"8261","MYOCD"
"8262","MYOD1"
"8263","MYOF"
"8264","MYOG"
"8265","MYOM1"
"8266","MYOM2"
"8267","MYOM3"
"8268","MYOT"
"8269","MYOZ1"
"8270","MYOZ2"
"8271","MYOZ3"
"8272","MYPN"
"8273","MYPOP"
"8274","MYRF"
"8275","MYRFL"
"8276","MYRIP"
"8277","MYSM1"
"8278","MYT1"
"8279","MYT1L"
"8280","MZB1"
"8281","MZF1"
"8282","MZT2A"
"8283","MZT2B"
"8284","N4BP1"
"8285","N4BP2"
"8286","N4BP2L1"
"8287","N4BP2L2"
"8288","N4BP3"
"8289","N6AMT2"
"8290","NAA11"
"8291","NAA16"
"8292","NAA40"
"8293","NAA60"
"8294","NAAA"
"8295","NAALAD2"
"8296","NAALADL1"
"8297","NAALADL2"
"8298","NAB1"
"8299","NAB2"
"8300","NABP1"
"8301","NABP2"
"8302","NACAD"
"8303","NACC1"
"8304","NADKD1"
"8305","NADSYN1"
"8306","NAGA"
"8307","NAGK"
"8308","NAGLU"
"8309","NAGPA"
"8310","NAGS"
"8311","NAIF1"
"8312","NAIP"
"8313","NALCN"
"8314","NANOG"
"8315","NANOGNB"
"8316","NANOS1"
"8317","NANOS2"
"8318","NANOS3"
"8319","NANP"
"8320","NANS"
"8321","NAP1L2"
"8322","NAP1L3"
"8323","NAP1L4"
"8324","NAP1L5"
"8325","NAPB"
"8326","NAPEPLD"
"8327","NAPRT1"
"8328","NAPSA"
"8329","NARF"
"8330","NAT1"
"8331","NAT14"
"8332","NAT16"
"8333","NAT2"
"8334","NAT6"
"8335","NAT8"
"8336","NAT8L"
"8337","NAT9"
"8338","NAV1"
"8339","NAV2"
"8340","NAV3"
"8341","NBEAL1"
"8342","NBEAL2"
"8343","NBL1"
"8344","NBPF15"
"8345","NBPF16"
"8346","NBPF24"
"8347","NBPF4"
"8348","NBPF6"
"8349","NBR1"
"8350","NCALD"
"8351","NCAM2"
"8352","NCAN"
"8353","NCAPD3"
"8354","NCAPH2"
"8355","NCCRP1"
"8356","NCDN"
"8357","NCF1"
"8358","NCF2"
"8359","NCF4"
"8360","NCK2"
"8361","NCKAP1L"
"8362","NCKAP5L"
"8363","NCKIPSD"
"8364","NCLN"
"8365","NCMAP"
"8366","NCOA3"
"8367","NCOA4"
"8368","NCOA5"
"8369","NCOR1"
"8370","NCR1"
"8371","NCR2"
"8372","NCR3"
"8373","NCR3LG1"
"8374","NCS1"
"8375","NCSTN"
"8376","NDE1"
"8377","NDEL1"
"8378","NDFIP1"
"8379","NDFIP2"
"8380","NDN"
"8381","NDNF"
"8382","NDNL2"
"8383","NDOR1"
"8384","NDP"
"8385","NDRG1"
"8386","NDRG2"
"8387","NDRG3"
"8388","NDRG4"
"8389","NDST2"
"8390","NDST3"
"8391","NDST4"
"8392","NDUFA10"
"8393","NDUFA11"
"8394","NDUFA12"
"8395","NDUFA2"
"8396","NDUFA3"
"8397","NDUFA4"
"8398","NDUFA5"
"8399","NDUFA7"
"8400","NDUFAF1"
"8401","NDUFAF2"
"8402","NDUFAF3"
"8403","NDUFAF4"
"8404","NDUFAF5"
"8405","NDUFAF6"
"8406","NDUFB1"
"8407","NDUFB10"
"8408","NDUFB2"
"8409","NDUFB3"
"8410","NDUFB8"
"8411","NDUFB9"
"8412","NDUFC1"
"8413","NDUFS2"
"8414","NDUFS4"
"8415","NDUFS6"
"8416","NDUFS7"
"8417","NDUFS8"
"8418","NDUFV1"
"8419","NDUFV3"
"8420","NEB"
"8421","NEBL"
"8422","NECAB1"
"8423","NECAB2"
"8424","NECAB3"
"8425","NECAP1"
"8426","NECAP2"
"8427","NEDD4"
"8428","NEDD4L"
"8429","NEFH"
"8430","NEFM"
"8431","NEGR1"
"8432","NEIL1"
"8433","NEIL2"
"8434","NEIL3"
"8435","NEK1"
"8436","NEK10"
"8437","NEK11"
"8438","NEK2"
"8439","NEK4"
"8440","NEK5"
"8441","NEK6"
"8442","NEK7"
"8443","NEK8"
"8444","NEK9"
"8445","NELL1"
"8446","NELL2"
"8447","NEMF"
"8448","NENF"
"8449","NEO1"
"8450","NES"
"8451","NET1"
"8452","NETO1"
"8453","NETO2"
"8454","NEU1"
"8455","NEU2"
"8456","NEU3"
"8457","NEU4"
"8458","NEURL"
"8459","NEURL1B"
"8460","NEURL2"
"8461","NEURL4"
"8462","NEUROD1"
"8463","NEUROD2"
"8464","NEUROD4"
"8465","NEUROD6"
"8466","NEUROG1"
"8467","NEUROG2"
"8468","NEUROG3"
"8469","NEXN"
"8470","NF1"
"8471","NFAM1"
"8472","NFATC1"
"8473","NFATC2"
"8474","NFATC2IP"
"8475","NFATC3"
"8476","NFATC4"
"8477","NFE2"
"8478","NFE2L1"
"8479","NFE2L3"
"8480","NFIA"
"8481","NFIB"
"8482","NFIC"
"8483","NFIL3"
"8484","NFIX"
"8485","NFKB1"
"8486","NFKB2"
"8487","NFKBIA"
"8488","NFKBIB"
"8489","NFKBID"
"8490","NFKBIE"
"8491","NFKBIL1"
"8492","NFKBIZ"
"8493","NFX1"
"8494","NFXL1"
"8495","NGB"
"8496","NGEF"
"8497","NGF"
"8498","NGFR"
"8499","NGFRAP1"
"8500","NGLY1"
"8501","NHEJ1"
"8502","NHLH1"
"8503","NHLH2"
"8504","NHLRC1"
"8505","NHLRC3"
"8506","NHLRC4"
"8507","NHS"
"8508","NHSL1"
"8509","NICN1"
"8510","NID1"
"8511","NID2"
"8512","NIF3L1"
"8513","NIM1"
"8514","NIN"
"8515","NINJ1"
"8516","NINJ2"
"8517","NINL"
"8518","NIPA1"
"8519","NIPA2"
"8520","NIPAL1"
"8521","NIPAL2"
"8522","NIPAL3"
"8523","NIPAL4"
"8524","NIPSNAP1"
"8525","NIPSNAP3A"
"8526","NIPSNAP3B"
"8527","NIT1"
"8528","NIT2"
"8529","NKAIN1"
"8530","NKAIN2"
"8531","NKAIN4"
"8532","NKAPL"
"8533","NKD1"
"8534","NKD2"
"8535","NKG7"
"8536","NKIRAS1"
"8537","NKIRAS2"
"8538","NKRF"
"8539","NKTR"
"8540","NKX1-1"
"8541","NKX1-2"
"8542","NKX2-1"
"8543","NKX2-2"
"8544","NKX2-3"
"8545","NKX2-4"
"8546","NKX2-5"
"8547","NKX2-6"
"8548","NKX2-8"
"8549","NKX3-1"
"8550","NKX3-2"
"8551","NKX6-1"
"8552","NKX6-2"
"8553","NKX6-3"
"8554","NLGN2"
"8555","NLGN3"
"8556","NLGN4X"
"8557","NLK"
"8558","NLN"
"8559","NLRC4"
"8560","NLRC5"
"8561","NLRP1"
"8562","NLRP10"
"8563","NLRP12"
"8564","NLRP13"
"8565","NLRP14"
"8566","NLRP2"
"8567","NLRP3"
"8568","NLRP4"
"8569","NLRP5"
"8570","NLRP6"
"8571","NLRP7"
"8572","NLRP8"
"8573","NLRP9"
"8574","NLRX1"
"8575","NMB"
"8576","NMBR"
"8577","NME1"
"8578","NME3"
"8579","NME4"
"8580","NME5"
"8581","NME6"
"8582","NME7"
"8583","NME8"
"8584","NME9"
"8585","NMI"
"8586","NMNAT2"
"8587","NMNAT3"
"8588","NMRAL1"
"8589","NMRK1"
"8590","NMRK2"
"8591","NMS"
"8592","NMT2"
"8593","NMU"
"8594","NMUR1"
"8595","NMUR2"
"8596","NNAT"
"8597","NNMT"
"8598","NNT"
"8599","NOA1"
"8600","NOBOX"
"8601","NOC2L"
"8602","NOD1"
"8603","NOD2"
"8604","NODAL"
"8605","NOG"
"8606","NOL4"
"8607","NOMO1"
"8608","NOMO2"
"8609","NOMO3"
"8610","NOS1"
"8611","NOS1AP"
"8612","NOS2"
"8613","NOS3"
"8614","NOSIP"
"8615","NOSTRIN"
"8616","NOTCH1"
"8617","NOTCH2"
"8618","NOTCH2NL"
"8619","NOTCH3"
"8620","NOTCH4"
"8621","NOTO"
"8622","NOTUM"
"8623","NOV"
"8624","NOVA1"
"8625","NOVA2"
"8626","NOX3"
"8627","NOX4"
"8628","NOX5"
"8629","NOXA1"
"8630","NOXO1"
"8631","NOXRED1"
"8632","NPAP1"
"8633","NPAS1"
"8634","NPAS2"
"8635","NPAS3"
"8636","NPAS4"
"8637","NPB"
"8638","NPBWR1"
"8639","NPBWR2"
"8640","NPC1"
"8641","NPC1L1"
"8642","NPC2"
"8643","NPDC1"
"8644","NPEPL1"
"8645","NPEPPS"
"8646","NPFF"
"8647","NPFFR1"
"8648","NPFFR2"
"8649","NPHP1"
"8650","NPHP3"
"8651","NPHP4"
"8652","NPHS1"
"8653","NPHS2"
"8654","NPIP"
"8655","NPM2"
"8656","NPM3"
"8657","NPNT"
"8658","NPPA"
"8659","NPPB"
"8660","NPPC"
"8661","NPR1"
"8662","NPR2"
"8663","NPR3"
"8664","NPRL2"
"8665","NPSR1"
"8666","NPTN"
"8667","NPTX1"
"8668","NPTX2"
"8669","NPTXR"
"8670","NPVF"
"8671","NPY"
"8672","NPY1R"
"8673","NPY2R"
"8674","NPY5R"
"8675","NQO1"
"8676","NQO2"
"8677","NR0B1"
"8678","NR0B2"
"8679","NR1D1"
"8680","NR1D2"
"8681","NR1H2"
"8682","NR1H3"
"8683","NR1H4"
"8684","NR1I2"
"8685","NR1I3"
"8686","NR2C1"
"8687","NR2C2"
"8688","NR2E1"
"8689","NR2F1"
"8690","NR2F2"
"8691","NR2F6"
"8692","NR3C1"
"8693","NR3C2"
"8694","NR4A1"
"8695","NR4A2"
"8696","NR4A3"
"8697","NR5A1"
"8698","NR5A2"
"8699","NR6A1"
"8700","NRAP"
"8701","NRARP"
"8702","NRAS"
"8703","NRBF2"
"8704","NRBP2"
"8705","NRCAM"
"8706","NRD1"
"8707","NREP"
"8708","NRG1"
"8709","NRG2"
"8710","NRG3"
"8711","NRG4"
"8712","NRGN"
"8713","NRIP2"
"8714","NRIP3"
"8715","NRM"
"8716","NRN1"
"8717","NRN1L"
"8718","NRP1"
"8719","NRP2"
"8720","NRSN1"
"8721","NRSN2"
"8722","NRXN1"
"8723","NRXN2"
"8724","NRXN3"
"8725","NSD1"
"8726","NSDHL"
"8727","NSFL1C"
"8728","NSG1"
"8729","NSG2"
"8730","NSMAF"
"8731","NSUN2"
"8732","NSUN3"
"8733","NSUN5"
"8734","NSUN6"
"8735","NSUN7"
"8736","NT5C"
"8737","NT5C1A"
"8738","NT5C1B"
"8739","NT5C3A"
"8740","NT5C3B"
"8741","NT5DC1"
"8742","NT5DC2"
"8743","NT5DC3"
"8744","NT5DC4"
"8745","NT5E"
"8746","NT5M"
"8747","NTAN1"
"8748","NTF3"
"8749","NTHL1"
"8750","NTM"
"8751","NTMT1"
"8752","NTN4"
"8753","NTN5"
"8754","NTNG1"
"8755","NTNG2"
"8756","NTPCR"
"8757","NTRK1"
"8758","NTRK2"
"8759","NTRK3"
"8760","NTS"
"8761","NTSR1"
"8762","NTSR2"
"8763","NUAK1"
"8764","NUAK2"
"8765","NUCB1"
"8766","NUCB2"
"8767","NUCKS1"
"8768","NUDCD1"
"8769","NUDCD2"
"8770","NUDT1"
"8771","NUDT10"
"8772","NUDT11"
"8773","NUDT12"
"8774","NUDT13"
"8775","NUDT14"
"8776","NUDT15"
"8777","NUDT16"
"8778","NUDT16L1"
"8779","NUDT17"
"8780","NUDT19"
"8781","NUDT2"
"8782","NUDT22"
"8783","NUDT4"
"8784","NUDT6"
"8785","NUDT7"
"8786","NUDT8"
"8787","NUDT9"
"8788","NUGGC"
"8789","NUMB"
"8790","NUMBL"
"8791","NUP210"
"8792","NUP210L"
"8793","NUP62"
"8794","NUP62CL"
"8795","NUPR1"
"8796","NUPR1L"
"8797","NUTM1"
"8798","NUTM2A"
"8799","NUTM2D"
"8800","NUTMF"
"8801","NUTMG"
"8802","NXF3"
"8803","NXN"
"8804","NXNL1"
"8805","NXNL2"
"8806","NXPE1"
"8807","NXPE2"
"8808","NXPE3"
"8809","NXPE4"
"8810","NXPH1"
"8811","NXPH2"
"8812","NXPH3"
"8813","NXPH4"
"8814","NXT1"
"8815","NXT2"
"8816","NYAP1"
"8817","NYAP2"
"8818","NYNRIN"
"8819","NYX"
"8820","OAF"
"8821","OARD1"
"8822","OAS1"
"8823","OAS2"
"8824","OAS3"
"8825","OASL"
"8826","OAT"
"8827","OBP2A"
"8828","OBP2B"
"8829","OBSL1"
"8830","OCA2"
"8831","OCEL1"
"8832","OCIAD1"
"8833","OCIAD2"
"8834","OCLN"
"8835","OCM"
"8836","OCM2"
"8837","OCRL"
"8838","OCSTAMP"
"8839","ODAM"
"8840","ODF1"
"8841","ODF2"
"8842","ODF2L"
"8843","ODF3"
"8844","ODF3L1"
"8845","ODF3L2"
"8846","ODF4"
"8847","OFD1"
"8848","OGDHL"
"8849","OGFOD1"
"8850","OGFOD2"
"8851","OGFOD3"
"8852","OGFR"
"8853","OGFRL1"
"8854","OGG1"
"8855","OGN"
"8856","OIT3"
"8857","OLA1"
"8858","OLAH"
"8859","OLFM1"
"8860","OLFM2"
"8861","OLFM3"
"8862","OLFM4"
"8863","OLFML1"
"8864","OLFML2A"
"8865","OLFML2B"
"8866","OLFML3"
"8867","OLIG2"
"8868","OLIG3"
"8869","OLR1"
"8870","OMA1"
"8871","OMD"
"8872","OMG"
"8873","ONECUT1"
"8874","ONECUT2"
"8875","ONECUT3"
"8876","OOEP"
"8877","OPA3"
"8878","OPALIN"
"8879","OPCML"
"8880","OPHN1"
"8881","OPN1LW"
"8882","OPN1MW"
"8883","OPN1MW2"
"8884","OPN1SW"
"8885","OPN3"
"8886","OPN4"
"8887","OPN5"
"8888","OPRD1"
"8889","OPRK1"
"8890","OPRL1"
"8891","OPRM1"
"8892","OPTC"
"8893","OPTN"
"8894","OR10A2"
"8895","OR10A3"
"8896","OR10A4"
"8897","OR10A5"
"8898","OR10A6"
"8899","OR10A7"
"8900","OR10AD1"
"8901","OR10AG1"
"8902","OR10C1"
"8903","OR10D3"
"8904","OR10G2"
"8905","OR10G3"
"8906","OR10G4"
"8907","OR10G7"
"8908","OR10G8"
"8909","OR10G9"
"8910","OR10H1"
"8911","OR10H2"
"8912","OR10H3"
"8913","OR10H4"
"8914","OR10H5"
"8915","OR10J1"
"8916","OR10J3"
"8917","OR10J5"
"8918","OR10K1"
"8919","OR10K2"
"8920","OR10P1"
"8921","OR10Q1"
"8922","OR10R2"
"8923","OR10S1"
"8924","OR10T2"
"8925","OR10V1"
"8926","OR10W1"
"8927","OR10X1"
"8928","OR10Z1"
"8929","OR11G2"
"8930","OR11H1"
"8931","OR11H12"
"8932","OR11H4"
"8933","OR11H6"
"8934","OR11L1"
"8935","OR12D2"
"8936","OR12D3"
"8937","OR13A1"
"8938","OR13C2"
"8939","OR13C3"
"8940","OR13C4"
"8941","OR13C5"
"8942","OR13C8"
"8943","OR13C9"
"8944","OR13D1"
"8945","OR13F1"
"8946","OR13G1"
"8947","OR13H1"
"8948","OR13J1"
"8949","OR14A16"
"8950","OR14A2"
"8951","OR14C36"
"8952","OR14I1"
"8953","OR14J1"
"8954","OR14K1"
"8955","OR1A1"
"8956","OR1A2"
"8957","OR1B1"
"8958","OR1C1"
"8959","OR1D2"
"8960","OR1E1"
"8961","OR1E2"
"8962","OR1F1"
"8963","OR1G1"
"8964","OR1I1"
"8965","OR1J1"
"8966","OR1J2"
"8967","OR1J4"
"8968","OR1K1"
"8969","OR1L3"
"8970","OR1L4"
"8971","OR1L8"
"8972","OR1M1"
"8973","OR1N1"
"8974","OR1N2"
"8975","OR1Q1"
"8976","OR1S1"
"8977","OR1S2"
"8978","OR2A1"
"8979","OR2A12"
"8980","OR2A14"
"8981","OR2A2"
"8982","OR2A25"
"8983","OR2A4"
"8984","OR2A5"
"8985","OR2AE1"
"8986","OR2AG1"
"8987","OR2AG2"
