"","x"
"8988","OR2AK2"
"8989","OR2AP1"
"8990","OR2AT4"
"8991","OR2B11"
"8992","OR2B2"
"8993","OR2B3"
"8994","OR2B6"
"8995","OR2C1"
"8996","OR2C3"
"8997","OR2D2"
"8998","OR2D3"
"8999","OR2F1"
"9000","OR2F2"
"9001","OR2G2"
"9002","OR2G3"
"9003","OR2G6"
"9004","OR2H1"
"9005","OR2H2"
"9006","OR2J2"
"9007","OR2J3"
"9008","OR2K2"
"9009","OR2L2"
"9010","OR2L3"
"9011","OR2L8"
"9012","OR2M2"
"9013","OR2M3"
"9014","OR2M4"
"9015","OR2M5"
"9016","OR2M7"
"9017","OR2S2"
"9018","OR2T1"
"9019","OR2T10"
"9020","OR2T11"
"9021","OR2T12"
"9022","OR2T2"
"9023","OR2T27"
"9024","OR2T29"
"9025","OR2T3"
"9026","OR2T33"
"9027","OR2T34"
"9028","OR2T35"
"9029","OR2T4"
"9030","OR2T5"
"9031","OR2T6"
"9032","OR2T8"
"9033","OR2V2"
"9034","OR2W1"
"9035","OR2Y1"
"9036","OR2Z1"
"9037","OR3A1"
"9038","OR3A2"
"9039","OR3A3"
"9040","OR4A15"
"9041","OR4A16"
"9042","OR4A47"
"9043","OR4A5"
"9044","OR4B1"
"9045","OR4C11"
"9046","OR4C12"
"9047","OR4C13"
"9048","OR4C15"
"9049","OR4C16"
"9050","OR4C3"
"9051","OR4C46"
"9052","OR4C5"
"9053","OR4C6"
"9054","OR4D1"
"9055","OR4D10"
"9056","OR4D11"
"9057","OR4D2"
"9058","OR4D5"
"9059","OR4D6"
"9060","OR4D9"
"9061","OR4E2"
"9062","OR4F15"
"9063","OR4F16"
"9064","OR4F21"
"9065","OR4F29"
"9066","OR4F4"
"9067","OR4F5"
"9068","OR4F6"
"9069","OR4K1"
"9070","OR4K13"
"9071","OR4K14"
"9072","OR4K15"
"9073","OR4K17"
"9074","OR4K2"
"9075","OR4K5"
"9076","OR4L1"
"9077","OR4M1"
"9078","OR4M2"
"9079","OR4N2"
"9080","OR4N4"
"9081","OR4N5"
"9082","OR4P4"
"9083","OR4Q3"
"9084","OR4S1"
"9085","OR4S2"
"9086","OR4X1"
"9087","OR4X2"
"9088","OR51A2"
"9089","OR51A4"
"9090","OR51A7"
"9091","OR51B2"
"9092","OR51B4"
"9093","OR51B5"
"9094","OR51B6"
"9095","OR51D1"
"9096","OR51E1"
"9097","OR51E2"
"9098","OR51F1"
"9099","OR51F2"
"9100","OR51G1"
"9101","OR51G2"
"9102","OR51I1"
"9103","OR51I2"
"9104","OR51L1"
"9105","OR51M1"
"9106","OR51Q1"
"9107","OR51S1"
"9108","OR51V1"
"9109","OR52A5"
"9110","OR52B2"
"9111","OR52B4"
"9112","OR52B6"
"9113","OR52D1"
"9114","OR52E2"
"9115","OR52E4"
"9116","OR52E8"
"9117","OR52H1"
"9118","OR52I2"
"9119","OR52J3"
"9120","OR52K1"
"9121","OR52K2"
"9122","OR52L1"
"9123","OR52M1"
"9124","OR52N1"
"9125","OR52N2"
"9126","OR52N4"
"9127","OR52N5"
"9128","OR52W1"
"9129","OR56A1"
"9130","OR56A3"
"9131","OR56A4"
"9132","OR56B1"
"9133","OR56B4"
"9134","OR5A1"
"9135","OR5A2"
"9136","OR5AC2"
"9137","OR5AK2"
"9138","OR5AN1"
"9139","OR5AP2"
"9140","OR5AR1"
"9141","OR5AS1"
"9142","OR5AU1"
"9143","OR5B12"
"9144","OR5B17"
"9145","OR5B2"
"9146","OR5B21"
"9147","OR5B3"
"9148","OR5C1"
"9149","OR5D13"
"9150","OR5D14"
"9151","OR5D16"
"9152","OR5D18"
"9153","OR5F1"
"9154","OR5H1"
"9155","OR5H14"
"9156","OR5H15"
"9157","OR5H2"
"9158","OR5H6"
"9159","OR5I1"
"9160","OR5J2"
"9161","OR5K1"
"9162","OR5K2"
"9163","OR5K3"
"9164","OR5K4"
"9165","OR5L1"
"9166","OR5L2"
"9167","OR5M1"
"9168","OR5M10"
"9169","OR5M11"
"9170","OR5M3"
"9171","OR5M8"
"9172","OR5M9"
"9173","OR5P2"
"9174","OR5P3"
"9175","OR5R1"
"9176","OR5T1"
"9177","OR5T2"
"9178","OR5T3"
"9179","OR5W2"
"9180","OR6A2"
"9181","OR6B1"
"9182","OR6B2"
"9183","OR6B3"
"9184","OR6C1"
"9185","OR6C2"
"9186","OR6C3"
"9187","OR6C4"
"9188","OR6C6"
"9189","OR6C65"
"9190","OR6C70"
"9191","OR6C74"
"9192","OR6C75"
"9193","OR6C76"
"9194","OR6F1"
"9195","OR6K2"
"9196","OR6K6"
"9197","OR6M1"
"9198","OR6N1"
"9199","OR6N2"
"9200","OR6P1"
"9201","OR6Q1"
"9202","OR6S1"
"9203","OR6T1"
"9204","OR6V1"
"9205","OR6X1"
"9206","OR6Y1"
"9207","OR7A10"
"9208","OR7A17"
"9209","OR7A5"
"9210","OR7C1"
"9211","OR7C2"
"9212","OR7D2"
"9213","OR7D4"
"9214","OR7E24"
"9215","OR7G2"
"9216","OR7G3"
"9217","OR8A1"
"9218","OR8B12"
"9219","OR8B2"
"9220","OR8B3"
"9221","OR8B4"
"9222","OR8B8"
"9223","OR8D1"
"9224","OR8D2"
"9225","OR8D4"
"9226","OR8H1"
"9227","OR8H2"
"9228","OR8H3"
"9229","OR8J1"
"9230","OR8J3"
"9231","OR8K1"
"9232","OR8K3"
"9233","OR8K5"
"9234","OR8S1"
"9235","OR8U1"
"9236","OR9A2"
"9237","OR9A4"
"9238","OR9G1"
"9239","OR9G4"
"9240","OR9I1"
"9241","OR9K2"
"9242","OR9Q1"
"9243","OR9Q2"
"9244","ORAI1"
"9245","ORAI2"
"9246","ORAI3"
"9247","ORM1"
"9248","ORM2"
"9249","ORMDL1"
"9250","ORMDL2"
"9251","ORMDL3"
"9252","OS9"
"9253","OSBP2"
"9254","OSBPL10"
"9255","OSBPL11"
"9256","OSBPL1A"
"9257","OSBPL2"
"9258","OSBPL3"
"9259","OSBPL5"
"9260","OSBPL6"
"9261","OSBPL7"
"9262","OSBPL8"
"9263","OSBPL9"
"9264","OSCAR"
"9265","OSCP1"
"9266","OSGEPL1"
"9267","OSGIN1"
"9268","OSGIN2"
"9269","OSM"
"9270","OSMR"
"9271","OSR1"
"9272","OSR2"
"9273","OST4"
"9274","OSTF1"
"9275","OSTM1"
"9276","OSTN"
"9277","OTC"
"9278","OTOA"
"9279","OTOF"
"9280","OTOG"
"9281","OTOL1"
"9282","OTOP1"
"9283","OTOP3"
"9284","OTOR"
"9285","OTP"
"9286","OTUB2"
"9287","OTUD1"
"9288","OTUD3"
"9289","OTUD4"
"9290","OTUD6A"
"9291","OTUD6B"
"9292","OTUD7A"
"9293","OTUD7B"
"9294","OTX1"
"9295","OVCA2"
"9296","OVCH1"
"9297","OVGP1"
"9298","OVOL1"
"9299","OVOL2"
"9300","OXCT1"
"9301","OXCT2"
"9302","OXER1"
"9303","OXGR1"
"9304","OXLD1"
"9305","OXNAD1"
"9306","OXR1"
"9307","OXSM"
"9308","OXSR1"
"9309","OXT"
"9310","OXTR"
"9311","P2RX1"
"9312","P2RX2"
"9313","P2RX3"
"9314","P2RX4"
"9315","P2RX5"
"9316","P2RX6"
"9317","P2RX7"
"9318","P2RY1"
"9319","P2RY10"
"9320","P2RY11"
"9321","P2RY12"
"9322","P2RY13"
"9323","P2RY14"
"9324","P2RY2"
"9325","P2RY4"
"9326","P2RY6"
"9327","P2RY8"
"9328","P4HA2"
"9329","P4HA3"
"9330","P4HB"
"9331","P4HTM"
"9332","PAAF1"
"9333","PABPC1L2B"
"9334","PABPC3"
"9335","PABPC4"
"9336","PABPC5"
"9337","PABPN1L"
"9338","PACRG"
"9339","PACRGL"
"9340","PACS1"
"9341","PACS2"
"9342","PACSIN1"
"9343","PACSIN2"
"9344","PACSIN3"
"9345","PADI1"
"9346","PADI2"
"9347","PADI3"
"9348","PADI4"
"9349","PAEP"
"9350","PAFAH1B2"
"9351","PAFAH1B3"
"9352","PAFAH2"
"9353","PAG1"
"9354","PAGE1"
"9355","PAGE2"
"9356","PAGE2B"
"9357","PAGE3"
"9358","PAGE4"
"9359","PAGE5"
"9360","PAGR1"
"9361","PAH"
"9362","PAIP1"
"9363","PAIP2B"
"9364","PAK1"
"9365","PAK2"
"9366","PAK3"
"9367","PAK4"
"9368","PAK6"
"9369","PAK7"
"9370","PALD1"
"9371","PALLD"
"9372","PALM"
"9373","PALM2"
"9374","PALM3"
"9375","PALMD"
"9376","PAM"
"9377","PAMR1"
"9378","PAN2"
"9379","PANK1"
"9380","PANK2"
"9381","PANK3"
"9382","PANK4"
"9383","PANX1"
"9384","PANX2"
"9385","PANX3"
"9386","PAOX"
"9387","PAPD4"
"9388","PAPD5"
"9389","PAPD7"
"9390","PAPL"
"9391","PAPLN"
"9392","PAPOLA"
"9393","PAPPA"
"9394","PAPPA2"
"9395","PAPSS1"
"9396","PAPSS2"
"9397","PAQR3"
"9398","PAQR4"
"9399","PAQR6"
"9400","PAQR7"
"9401","PAQR8"
"9402","PAQR9"
"9403","PARD3"
"9404","PARD3B"
"9405","PARD6A"
"9406","PARD6B"
"9407","PARD6G"
"9408","PARK2"
"9409","PARK7"
"9410","PARM1"
"9411","PARP1"
"9412","PARP10"
"9413","PARP11"
"9414","PARP12"
"9415","PARP14"
"9416","PARP15"
"9417","PARP16"
"9418","PARP2"
"9419","PARP3"
"9420","PARP4"
"9421","PARP8"
"9422","PARP9"
"9423","PARPBP"
"9424","PARVG"
"9425","PASD1"
"9426","PASK"
"9427","PATE1"
"9428","PATE2"
"9429","PATE3"
"9430","PATE4"
"9431","PATL1"
"9432","PATZ1"
"9433","PAWR"
"9434","PAX1"
"9435","PAX2"
"9436","PAX3"
"9437","PAX4"
"9438","PAX5"
"9439","PAX6"
"9440","PAX7"
"9441","PAX8"
"9442","PBDC1"
"9443","PBK"
"9444","PBLD"
"9445","PBOV1"
"9446","PBRM1"
"9447","PBX1"
"9448","PBX2"
"9449","PBX3"
"9450","PBX4"
"9451","PBXIP1"
"9452","PC"
"9453","PCBD1"
"9454","PCBD2"
"9455","PCBP1"
"9456","PCBP3"
"9457","PCBP4"
"9458","PCCA"
"9459","PCCB"
"9460","PCDH1"
"9461","PCDH10"
"9462","PCDH11X"
"9463","PCDH12"
"9464","PCDH15"
"9465","PCDH17"
"9466","PCDH18"
"9467","PCDH19"
"9468","PCDH20"
"9469","PCDH7"
"9470","PCDH8"
"9471","PCDHA10"
"9472","PCDHA11"
"9473","PCDHA12"
"9474","PCDHA13"
"9475","PCDHA6"
"9476","PCDHAC1"
"9477","PCDHAC2"
"9478","PCDHB1"
"9479","PCDHB10"
"9480","PCDHB11"
"9481","PCDHB12"
"9482","PCDHB13"
"9483","PCDHB14"
"9484","PCDHB15"
"9485","PCDHB16"
"9486","PCDHB2"
"9487","PCDHB3"
"9488","PCDHB4"
"9489","PCDHB5"
"9490","PCDHB6"
"9491","PCDHB7"
"9492","PCDHB8"
"9493","PCDHGA10"
"9494","PCDHGA11"
"9495","PCDHGA12"
"9496","PCDHGA2"
"9497","PCDHGA3"
"9498","PCDHGA8"
"9499","PCDHGB7"
"9500","PCDHGC3"
"9501","PCDHGC4"
"9502","PCDHGC5"
"9503","PCDP1"
"9504","PCED1A"
"9505","PCGF1"
"9506","PCGF3"
"9507","PCGF5"
"9508","PCGF6"
"9509","PCIF1"
"9510","PCK1"
"9511","PCK2"
"9512","PCLO"
"9513","PCMT1"
"9514","PCMTD1"
"9515","PCMTD2"
"9516","PCNX"
"9517","PCNXL2"
"9518","PCNXL3"
"9519","PCNXL4"
"9520","PCOLCE"
"9521","PCOLCE2"
"9522","PCP2"
"9523","PCP4"
"9524","PCP4L1"
"9525","PCSK1"
"9526","PCSK1N"
"9527","PCSK2"
"9528","PCSK4"
"9529","PCSK5"
"9530","PCSK7"
"9531","PCSK9"
"9532","PCTP"
"9533","PCYOX1"
"9534","PCYOX1L"
"9535","PCYT1B"
"9536","PCYT2"
"9537","PDC"
"9538","PDCD1"
"9539","PDCD10"
"9540","PDCD1LG2"
"9541","PDCD2L"
"9542","PDCD4"
"9543","PDCD5"
"9544","PDCD6"
"9545","PDCD7"
"9546","PDCL2"
"9547","PDDC1"
"9548","PDE10A"
"9549","PDE11A"
"9550","PDE12"
"9551","PDE1B"
"9552","PDE1C"
"9553","PDE2A"
"9554","PDE3A"
"9555","PDE3B"
"9556","PDE4A"
"9557","PDE4B"
"9558","PDE4C"
"9559","PDE4D"
"9560","PDE4DIP"
"9561","PDE5A"
"9562","PDE6A"
"9563","PDE6B"
"9564","PDE6C"
"9565","PDE6D"
"9566","PDE6H"
"9567","PDE7B"
"9568","PDE8A"
"9569","PDE8B"
"9570","PDE9A"
"9571","PDF"
"9572","PDGFA"
"9573","PDGFB"
"9574","PDGFC"
"9575","PDGFD"
"9576","PDGFRB"
"9577","PDHA1"
"9578","PDHA2"
"9579","PDHB"
"9580","PDHX"
"9581","PDIA2"
"9582","PDIA3"
"9583","PDIA4"
"9584","PDIA5"
"9585","PDIA6"
"9586","PDIK1L"
"9587","PDILT"
"9588","PDK1"
"9589","PDK2"
"9590","PDK3"
"9591","PDK4"
"9592","PDLIM1"
"9593","PDLIM2"
"9594","PDLIM3"
"9595","PDLIM4"
"9596","PDLIM5"
"9597","PDLIM7"
"9598","PDP1"
"9599","PDP2"
"9600","PDPN"
"9601","PDPR"
"9602","PDS5B"
"9603","PDX1"
"9604","PDXDC1"
"9605","PDXP"
"9606","PDYN"
"9607","PDZD11"
"9608","PDZD2"
"9609","PDZD3"
"9610","PDZD4"
"9611","PDZD7"
"9612","PDZD8"
"9613","PDZD9"
"9614","PDZK1IP1"
"9615","PDZRN3"
"9616","PDZRN4"
"9617","PEA15"
"9618","PEBP1"
"9619","PEBP4"
"9620","PECR"
"9621","PEF1"
"9622","PEG3"
"9623","PELI1"
"9624","PELI2"
"9625","PELI3"
"9626","PELO"
"9627","PEMT"
"9628","PENK"
"9629","PEPD"
"9630","PER1"
"9631","PER2"
"9632","PER3"
"9633","PERP"
"9634","PEX1"
"9635","PEX10"
"9636","PEX11A"
"9637","PEX11B"
"9638","PEX11G"
"9639","PEX12"
"9640","PEX16"
"9641","PEX19"
"9642","PEX2"
"9643","PEX26"
"9644","PEX3"
"9645","PEX5"
"9646","PEX5L"
"9647","PEX6"
"9648","PEX7"
"9649","PF4"
"9650","PF4V1"
"9651","PFDN4"
"9652","PFKFB1"
"9653","PFKFB2"
"9654","PFKFB3"
"9655","PFKFB4"
"9656","PFKL"
"9657","PFKM"
"9658","PFKP"
"9659","PFN2"
"9660","PFN3"
"9661","PFN4"
"9662","PGA3"
"9663","PGA4"
"9664","PGA5"
"9665","PGAM2"
"9666","PGAM4"
"9667","PGAM5"
"9668","PGAP1"
"9669","PGAP2"
"9670","PGAP3"
"9671","PGBD1"
"9672","PGBD2"
"9673","PGBD4"
"9674","PGBD5"
"9675","PGC"
"9676","PGF"
"9677","PGK2"
"9678","PGLS"
"9679","PGLYRP1"
"9680","PGLYRP2"
"9681","PGLYRP3"
"9682","PGLYRP4"
"9683","PGM1"
"9684","PGM2"
"9685","PGM2L1"
"9686","PGM5"
"9687","PGP"
"9688","PGPEP1"
"9689","PGPEP1L"
"9690","PGR"
"9691","PGRMC1"
"9692","PGRMC2"
"9693","PHACTR1"
"9694","PHACTR2"
"9695","PHACTR3"
"9696","PHACTR4"
"9697","PHC1"
"9698","PHC2"
"9699","PHC3"
"9700","PHEX"
"9701","PHF1"
"9702","PHF10"
"9703","PHF11"
"9704","PHF12"
"9705","PHF13"
"9706","PHF14"
"9707","PHF15"
"9708","PHF16"
"9709","PHF17"
"9710","PHF19"
"9711","PHF2"
"9712","PHF20L1"
"9713","PHF21B"
"9714","PHF6"
"9715","PHF7"
"9716","PHF8"
"9717","PHGDH"
"9718","PHGR1"
"9719","PHIP"
"9720","PHKA1"
"9721","PHKA2"
"9722","PHKB"
"9723","PHKG1"
"9724","PHKG2"
"9725","PHLDA1"
"9726","PHLDA2"
"9727","PHLDA3"
"9728","PHLDB1"
"9729","PHLDB2"
"9730","PHLDB3"
"9731","PHLPP1"
"9732","PHLPP2"
"9733","PHOSPHO1"
"9734","PHOSPHO2"
"9735","PHOX2A"
"9736","PHOX2B"
"9737","PHPT1"
"9738","PHRF1"
"9739","PHTF2"
"9740","PHYH"
"9741","PHYHD1"
"9742","PHYHIP"
"9743","PHYHIPL"
"9744","PI15"
"9745","PI16"
"9746","PI3"
"9747","PI4K2A"
"9748","PI4K2B"
"9749","PIANP"
"9750","PIAS1"
"9751","PIAS2"
"9752","PIAS3"
"9753","PIAS4"
"9754","PIBF1"
"9755","PICALM"
"9756","PICK1"
"9757","PID1"
"9758","PIDD"
"9759","PIEZO1"
"9760","PIEZO2"
"9761","PIF1"
"9762","PIFO"
"9763","PIGA"
"9764","PIGB"
"9765","PIGF"
"9766","PIGG"
"9767","PIGL"
"9768","PIGM"
"9769","PIGN"
"9770","PIGO"
"9771","PIGP"
"9772","PIGQ"
"9773","PIGR"
"9774","PIGV"
"9775","PIGW"
"9776","PIGX"
"9777","PIGZ"
"9778","PIH1D1"
"9779","PIH1D2"
"9780","PIH1D3"
"9781","PIK3AP1"
"9782","PIK3C2A"
"9783","PIK3C2B"
"9784","PIK3CG"
"9785","PIK3IP1"
"9786","PIK3R1"
"9787","PIK3R2"
"9788","PIK3R3"
"9789","PIK3R5"
"9790","PILRA"
"9791","PIM2"
"9792","PIM3"
"9793","PIN1"
"9794","PIN4"
"9795","PINK1"
"9796","PIP"
"9797","PIP4K2B"
"9798","PIP4K2C"
"9799","PIP5K1A"
"9800","PIP5K1B"
"9801","PIP5K1C"
"9802","PIP5KL1"
"9803","PIPOX"
"9804","PIR"
"9805","PIRT"
"9806","PITHD1"
"9807","PITPNA"
"9808","PITPNB"
"9809","PITPNM1"
"9810","PITPNM2"
"9811","PITPNM3"
"9812","PITX1"
"9813","PITX2"
"9814","PITX3"
"9815","PIWIL1"
"9816","PIWIL2"
"9817","PIWIL3"
"9818","PIWIL4"
"9819","PJA1"
"9820","PKD1"
"9821","PKD1L1"
"9822","PKD2"
"9823","PKD2L1"
"9824","PKD2L2"
"9825","PKDCC"
"9826","PKDREJ"
"9827","PKHD1"
"9828","PKHD1L1"
"9829","PKIA"
"9830","PKIB"
"9831","PKIG"
"9832","PKLR"
"9833","PKM"
"9834","PKMYT1"
"9835","PKN1"
"9836","PKN3"
"9837","PKNOX1"
"9838","PKNOX2"
"9839","PKP1"
"9840","PKP2"
"9841","PKP3"
"9842","PKP4"
"9843","PLA1A"
"9844","PLA2G10"
"9845","PLA2G12A"
"9846","PLA2G12B"
"9847","PLA2G15"
"9848","PLA2G16"
"9849","PLA2G1B"
"9850","PLA2G2A"
"9851","PLA2G2C"
"9852","PLA2G2D"
"9853","PLA2G2E"
"9854","PLA2G2F"
"9855","PLA2G3"
"9856","PLA2G4A"
"9857","PLA2G4C"
"9858","PLA2G4D"
"9859","PLA2G4F"
"9860","PLA2G5"
"9861","PLA2G6"
"9862","PLA2G7"
"9863","PLA2R1"
"9864","PLAC1"
"9865","PLAC1L"
"9866","PLAC8"
"9867","PLAC8L1"
"9868","PLAC9"
"9869","PLAG1"
"9870","PLAGL2"
"9871","PLAT"
"9872","PLAU"
"9873","PLAUR"
"9874","PLB1"
"9875","PLBD1"
"9876","PLBD2"
"9877","PLCB1"
"9878","PLCB2"
"9879","PLCB3"
"9880","PLCB4"
"9881","PLCD1"
"9882","PLCD4"
"9883","PLCG1"
"9884","PLCG2"
"9885","PLCH1"
"9886","PLCH2"
"9887","PLCL1"
"9888","PLCXD1"
"9889","PLCXD2"
"9890","PLCXD3"
"9891","PLCZ1"
"9892","PLD1"
"9893","PLD2"
"9894","PLD3"
"9895","PLD4"
"9896","PLD6"
"9897","PLEC"
"9898","PLEK"
"9899","PLEK2"
"9900","PLEKHA1"
"9901","PLEKHA3"
"9902","PLEKHA4"
"9903","PLEKHA5"
"9904","PLEKHA6"
"9905","PLEKHA7"
"9906","PLEKHA8"
"9907","PLEKHB1"
"9908","PLEKHB2"
"9909","PLEKHD1"
"9910","PLEKHF1"
"9911","PLEKHF2"
"9912","PLEKHG2"
"9913","PLEKHG3"
"9914","PLEKHG4B"
"9915","PLEKHG5"
"9916","PLEKHG6"
"9917","PLEKHG7"
"9918","PLEKHH1"
"9919","PLEKHH2"
"9920","PLEKHH3"
"9921","PLEKHM1"
"9922","PLEKHM2"
"9923","PLEKHM3"
"9924","PLEKHN1"
"9925","PLEKHO1"
"9926","PLEKHO2"
"9927","PLEKHS1"
"9928","PLG"
"9929","PLGLB1"
"9930","PLGLB2"
"9931","PLGRKT"
"9932","PLIN2"
"9933","PLIN3"
"9934","PLIN4"
"9935","PLIN5"
"9936","PLK2"
"9937","PLK3"
"9938","PLK5"
"9939","PLLP"
"9940","PLN"
"9941","PLOD1"
"9942","PLOD2"
"9943","PLOD3"
"9944","PLP1"
"9945","PLP2"
"9946","PLS1"
"9947","PLS3"
"9948","PLSCR1"
"9949","PLSCR2"
"9950","PLSCR3"
"9951","PLSCR4"
"9952","PLSCR5"
"9953","PLTP"
"9954","PLVAP"
"9955","PLXDC1"
"9956","PLXDC2"
"9957","PLXNA1"
"9958","PLXNA2"
"9959","PLXNA3"
"9960","PLXNA4"
"9961","PLXNB1"
"9962","PLXNB3"
"9963","PLXNC1"
"9964","PLXND1"
"9965","PM20D1"
"9966","PM20D2"
"9967","PMAIP1"
"9968","PMCH"
"9969","PMEL"
"9970","PMEPA1"
"9971","PMFBP1"
"9972","PML"
"9973","PMM1"
"9974","PMP2"
"9975","PMP22"
"9976","PMS1"
"9977","PMS2"
"9978","PNCK"
"9979","PNKD"
"9980","PNKP"
"9981","PNLIP"
"9982","PNLIPRP1"
"9983","PNLIPRP3"
"9984","PNMA1"
"9985","PNMA2"
"9986","PNMA3"
"9987","PNMA5"
"9988","PNMA6A"
"9989","PNMA6B"
"9990","PNMA6C"
"9991","PNMA6D"
"9992","PNMAL1"
"9993","PNMT"
"9994","PNOC"
"9995","PNP"
"9996","PNPLA1"
"9997","PNPLA2"
"9998","PNPLA3"
"9999","PNPLA4"
"10000","PNPLA6"
"10001","PNPLA7"
"10002","PNPLA8"
"10003","PNPO"
"10004","PNRC1"
"10005","POC1B"
"10006","POC5"
"10007","PODN"
"10008","PODNL1"
"10009","PODXL"
"10010","PODXL2"
"10011","POF1B"
"10012","POFUT1"
"10013","POFUT2"
"10014","POGK"
"10015","POGLUT1"
"10016","POGZ"
"10017","POLB"
"10018","POLD4"
"10019","POLDIP3"
"10020","POLG"
"10021","POLH"
"10022","POLI"
"10023","POLK"
"10024","POLL"
"10025","POLM"
"10026","POLQ"
"10027","POLR1D"
"10028","POLR2J"
"10029","POLR2M"
"10030","POLR3GL"
"10031","POM121"
"10032","POM121C"
"10033","POM121L12"
"10034","POMC"
"10035","POMGNT1"
"10036","POMT1"
"10037","POMT2"
"10038","POMZP3"
"10039","PON1"
"10040","PON2"
"10041","PON3"
"10042","POP5"
"10043","POPDC2"
"10044","POPDC3"
"10045","POR"
"10046","PORCN"
"10047","POSTN"
"10048","POTEB"
"10049","POTEC"
"10050","POTED"
"10051","POTEG"
"10052","POTEH"
"10053","POTEM"
"10054","POU1F1"
"10055","POU2AF1"
"10056","POU2F2"
"10057","POU2F3"
"10058","POU3F1"
"10059","POU3F2"
"10060","POU3F3"
"10061","POU3F4"
"10062","POU4F1"
"10063","POU4F2"
"10064","POU4F3"
"10065","POU5F1"
"10066","POU6F1"
"10067","POU6F2"
"10068","PP13004"
"10069","PP2D1"
"10070","PPAP2A"
"10071","PPAP2B"
"10072","PPAP2C"
"10073","PPAPDC1B"
"10074","PPAPDC2"
"10075","PPAPDC3"
"10076","PPARD"
"10077","PPARGC1A"
"10078","PPARGC1B"
"10079","PPBP"
"10080","PPCDC"
"10081","PPDPF"
"10082","PPEF1"
"10083","PPEF2"
"10084","PPFIA1"
"10085","PPFIA2"
"10086","PPFIA3"
"10087","PPFIA4"
"10088","PPFIBP1"
"10089","PPFIBP2"
"10090","PPHLN1"
"10091","PPIA"
"10092","PPIAL4A"
"10093","PPIAL4B"
"10094","PPIAL4C"
"10095","PPIAL4D"
"10096","PPIAL4G"
"10097","PPIB"
"10098","PPIC"
"10099","PPID"
"10100","PPIF"
"10101","PPIG"
"10102","PPIL3"
"10103","PPIL6"
"10104","PPIP5K1"
"10105","PPL"
"10106","PPM1A"
"10107","PPM1B"
"10108","PPM1D"
"10109","PPM1E"
"10110","PPM1F"
"10111","PPM1G"
"10112","PPM1H"
"10113","PPM1J"
"10114","PPM1L"
"10115","PPM1M"
"10116","PPM1N"
"10117","PPOX"
"10118","PPP1CA"
"10119","PPP1R12B"
"10120","PPP1R12C"
"10121","PPP1R13B"
"10122","PPP1R13L"
"10123","PPP1R14A"
"10124","PPP1R14B"
"10125","PPP1R14C"
"10126","PPP1R14D"
"10127","PPP1R15A"
"10128","PPP1R16B"
"10129","PPP1R17"
"10130","PPP1R18"
"10131","PPP1R1A"
"10132","PPP1R1B"
"10133","PPP1R1C"
"10134","PPP1R21"
"10135","PPP1R26"
"10136","PPP1R32"
"10137","PPP1R35"
"10138","PPP1R36"
"10139","PPP1R3A"
"10140","PPP1R3B"
"10141","PPP1R3C"
"10142","PPP1R3D"
"10143","PPP1R3E"
"10144","PPP1R3F"
"10145","PPP1R3G"
"10146","PPP1R42"
"10147","PPP1R9A"
"10148","PPP2CB"
"10149","PPP2R1B"
"10150","PPP2R2B"
"10151","PPP2R2C"
"10152","PPP2R3A"
"10153","PPP2R3B"
"10154","PPP2R5A"
"10155","PPP2R5B"
"10156","PPP2R5C"
"10157","PPP2R5D"
"10158","PPP2R5E"
"10159","PPP3CA"
"10160","PPP3CB"
"10161","PPP3CC"
"10162","PPP3R1"
"10163","PPP3R2"
"10164","PPP4R4"
"10165","PPP5D1"
"10166","PPP6R1"
"10167","PPP6R2"
"10168","PPT1"
"10169","PPT2"
"10170","PPTC7"
"10171","PPY"
"10172","PQLC1"
"10173","PQLC2"
"10174","PQLC3"
"10175","PRAC"
"10176","PRADC1"
"10177","PRAF2"
"10178","PRAM1"
"10179","PRAME"
"10180","PRAMEF1"
"10181","PRAMEF10"
"10182","PRAMEF12"
"10183","PRAMEF13"
"10184","PRAMEF14"
"10185","PRAMEF15"
"10186","PRAMEF16"
"10187","PRAMEF17"
"10188","PRAMEF18"
"10189","PRAMEF2"
"10190","PRAMEF22"
"10191","PRAMEF4"
"10192","PRAMEF5"
"10193","PRAMEF8"
"10194","PRAMEF9"
"10195","PRAP1"
"10196","PRB1"
"10197","PRB2"
"10198","PRCD"
"10199","PRCP"
"10200","PRDM1"
"10201","PRDM11"
"10202","PRDM13"
"10203","PRDM14"
"10204","PRDM16"
"10205","PRDM2"
"10206","PRDM5"
"10207","PRDM6"
"10208","PRDM7"
"10209","PRDM8"
"10210","PRDX2"
"10211","PRDX3"
"10212","PRDX4"
"10213","PRDX5"
"10214","PRDX6"
"10215","PRELID2"
"10216","PRELP"
"10217","PREP"
"10218","PREPL"
"10219","PREX1"
"10220","PREX2"
"10221","PRF1"
"10222","PRG2"
"10223","PRG3"
"10224","PRG4"
"10225","PRH2"
"10226","PRHOXNB"
"10227","PRICKLE1"
"10228","PRICKLE2"
"10229","PRICKLE3"
"10230","PRKAA1"
"10231","PRKAA2"
"10232","PRKAB1"
"10233","PRKAB2"
"10234","PRKACA"
"10235","PRKACB"
"10236","PRKACG"
"10237","PRKAG1"
"10238","PRKAG2"
"10239","PRKAR1A"
"10240","PRKAR1B"
"10241","PRKAR2A"
"10242","PRKAR2B"
"10243","PRKCA"
"10244","PRKCB"
"10245","PRKCD"
"10246","PRKCDBP"
